order_date,region,category,sales,profit,month-year
13-03-2021,South,Office Supplies,160.32,44.8896,Mar-2021
13-03-2021,South,Office Supplies,46,20.7,Mar-2021
13-03-2021,East,Furniture,386.68,-5.524,Mar-2021
13-03-2021,East,Office Supplies,23.16,-15.44,Mar-2021
13-03-2021,East,Office Supplies,51.897,-41.5176,Mar-2021
13-03-2021,East,Office Supplies,41.24,13.9185,Mar-2021
13-03-2021,East,Office Supplies,552.56,-138.14,Mar-2021
13-03-2021,East,Office Supplies,126.08,-28.368,Mar-2021
13-03-2021,East,Technology,379.96,47.495,Mar-2021
13-03-2021,East,Technology,449.1,-643.71,Mar-2021
13-03-2021,East,Technology,539.91,-116.9805,Mar-2021
13-03-2021,West,Office Supplies,51.184,19.194,Mar-2021
13-03-2021,West,Furniture,28.28,7.3528,Mar-2021
13-03-2021,West,Office Supplies,4912.59,196.5036,Mar-2021
13-03-2021,West,Office Supplies,157.92,17.766,Mar-2021
13-03-2021,West,Technology,203.184,15.2388,Mar-2021
13-03-2021,Central,Furniture,557.585,0,Mar-2021
13-03-2021,Central,Office Supplies,1.272,-2.1624,Mar-2021
13-03-2021,Central,Office Supplies,70.08,24.528,Mar-2021
14-03-2021,Central,Furniture,16.74,4.3524,Mar-2021
14-03-2021,West,Furniture,196.784,-22.1382,Mar-2021
14-03-2021,West,Office Supplies,41.904,14.1426,Mar-2021
14-03-2021,East,Furniture,21.88,6.2905,Mar-2021
14-03-2021,Central,Furniture,241.332,-14.196,Mar-2021
14-03-2021,Central,Office Supplies,145.544,16.3737,Mar-2021
14-03-2021,Central,Office Supplies,5.184,1.8792,Mar-2021
15-03-2021,East,Technology,83.976,-13.6461,Mar-2021
15-03-2021,West,Furniture,1352.032,84.502,Mar-2021
15-03-2021,West,Office Supplies,4.544,1.6472,Mar-2021
15-03-2021,South,Office Supplies,319.76,147.0896,Mar-2021
15-03-2021,South,Office Supplies,45.68,21.0128,Mar-2021
15-03-2021,Central,Furniture,528.43,-143.431,Mar-2021
15-03-2021,Central,Office Supplies,22.386,-35.8176,Mar-2021
17-03-2021,East,Office Supplies,32.54,15.9446,Mar-2021
17-03-2021,East,Technology,129.98,62.3904,Mar-2021
17-03-2021,East,Office Supplies,39.68,10.3168,Mar-2021
17-03-2021,East,Furniture,971.5,252.59,Mar-2021
17-03-2021,East,Office Supplies,901.95,297.6435,Mar-2021
17-03-2021,East,Office Supplies,199.9,89.955,Mar-2021
17-03-2021,West,Technology,84.784,-20.1362,Mar-2021
18-03-2021,South,Office Supplies,871.8,87.18,Mar-2021
18-03-2021,South,Furniture,189.882,-94.941,Mar-2021
19-03-2021,West,Furniture,72.294,-98.8018,Mar-2021
19-03-2021,South,Office Supplies,31.086,-20.724,Mar-2021
19-03-2021,East,Furniture,20.32,6.9088,Mar-2021
19-03-2021,East,Furniture,14.98,6.8908,Mar-2021
20-03-2021,Central,Furniture,697.16,146.4036,Mar-2021
20-03-2021,Central,Technology,11.992,0.8994,Mar-2021
20-03-2021,West,Office Supplies,16.821,-12.8961,Mar-2021
20-03-2021,West,Office Supplies,20.736,7.2576,Mar-2021
20-03-2021,West,Office Supplies,10.368,3.6288,Mar-2021
20-03-2021,West,Technology,84.784,-20.1362,Mar-2021
20-03-2021,South,Furniture,86.45,38.038,Mar-2021
21-03-2021,Central,Furniture,528.43,0,Mar-2021
21-03-2021,Central,Office Supplies,13.392,1.5066,Mar-2021
21-03-2021,Central,Office Supplies,3.168,-4.752,Mar-2021
21-03-2021,Central,Furniture,99.372,-1.4196,Mar-2021
21-03-2021,Central,Office Supplies,1.344,0.504,Mar-2021
22-03-2021,West,Technology,58.58,19.3314,Mar-2021
22-03-2021,West,Furniture,167.888,14.6902,Mar-2021
24-03-2021,Central,Office Supplies,22.48,10.3408,Mar-2021
24-03-2021,East,Furniture,301.47,-241.176,Mar-2021
24-03-2021,East,Office Supplies,18.656,1.6324,Mar-2021
24-03-2021,West,Technology,403.168,25.198,Mar-2021
25-03-2021,East,Office Supplies,59.52,17.856,Mar-2021
25-03-2021,Central,Technology,1287.45,244.6155,Mar-2021
26-03-2021,East,Office Supplies,459.95,18.398,Mar-2021
26-03-2021,West,Office Supplies,17.04,5.538,Mar-2021
26-03-2021,West,Office Supplies,17.64,8.6436,Mar-2021
26-03-2021,South,Office Supplies,67.64,5.9185,Mar-2021
26-03-2021,South,Technology,119.976,-17.9964,Mar-2021
27-03-2021,South,Furniture,39.92,11.1776,Mar-2021
27-03-2021,South,Furniture,20.24,8.7032,Mar-2021
27-03-2021,South,Office Supplies,32.54,15.9446,Mar-2021
28-03-2021,West,Office Supplies,5.98,2.9302,Mar-2021
28-03-2021,West,Office Supplies,87.92,0.8792,Mar-2021
28-03-2021,South,Office Supplies,31.4,7.85,Mar-2021
29-03-2021,East,Furniture,299.975,-167.986,Mar-2021
29-03-2021,East,Technology,158.376,-36.9544,Mar-2021
29-03-2021,Central,Furniture,844.116,-36.1764,Mar-2021
29-03-2021,Central,Office Supplies,45.528,15.9348,Mar-2021
29-03-2021,Central,Technology,812.736,60.9552,Mar-2021
29-03-2021,East,Furniture,414,124.2,Mar-2021
29-03-2021,East,Office Supplies,41.328,14.9814,Mar-2021
29-03-2021,East,Office Supplies,29.8,9.3125,Mar-2021
29-03-2021,East,Office Supplies,13.48,6.74,Mar-2021
30-03-2021,East,Office Supplies,11.34,5.5566,Mar-2021
31-03-2021,East,Furniture,327.996,54.666,Mar-2021
31-03-2021,East,Technology,31.984,1.1994,Mar-2021
31-03-2021,East,Technology,280.782,-60.8361,Mar-2021
01-04-2021,West,Office Supplies,30.144,3.0144,Apr-2021
01-04-2021,West,Office Supplies,31.56,9.8625,Apr-2021
01-04-2021,East,Furniture,1317.492,292.776,Apr-2021
01-04-2021,East,Office Supplies,3.592,1.1225,Apr-2021
01-04-2021,East,Office Supplies,63.84,18.5136,Apr-2021
01-04-2021,South,Furniture,7.04,3.0976,Apr-2021
01-04-2021,East,Office Supplies,88.04,22.8904,Apr-2021
01-04-2021,Central,Technology,12.99,0.2598,Apr-2021
01-04-2021,East,Office Supplies,14.352,4.6644,Apr-2021
01-04-2021,East,Office Supplies,20.7,9.936,Apr-2021
01-04-2021,East,Office Supplies,10.95,3.285,Apr-2021
01-04-2021,East,Office Supplies,59.52,15.4752,Apr-2021
01-04-2021,East,Office Supplies,263.88,71.2476,Apr-2021
01-04-2021,East,Office Supplies,30.48,7.9248,Apr-2021
01-04-2021,East,Office Supplies,9.84,2.8536,Apr-2021
01-04-2021,East,Office Supplies,161.94,9.7164,Apr-2021
01-04-2021,East,Technology,35.12,9.1312,Apr-2021
02-04-2021,Central,Furniture,1454.9,378.274,Apr-2021
03-04-2021,East,Office Supplies,99.846,-83.205,Apr-2021
03-04-2021,Central,Office Supplies,10.272,3.21,Apr-2021
03-04-2021,Central,Furniture,71.12,22.0472,Apr-2021
03-04-2021,Central,Technology,259.96,124.7808,Apr-2021
04-04-2021,East,Furniture,82.64,7.4376,Apr-2021
04-04-2021,East,Office Supplies,31.02,8.0652,Apr-2021
04-04-2021,East,Technology,89.97,37.7874,Apr-2021
04-04-2021,South,Office Supplies,27.81,13.0707,Apr-2021
04-04-2021,South,Technology,149.97,5.9988,Apr-2021
04-04-2021,East,Office Supplies,588.784,183.995,Apr-2021
05-04-2021,Central,Office Supplies,158.368,13.8572,Apr-2021
05-04-2021,East,Office Supplies,769.184,-163.4516,Apr-2021
05-04-2021,East,Technology,118.782,-27.7158,Apr-2021
06-04-2021,East,Technology,1294.75,336.635,Apr-2021
07-04-2021,West,Technology,1199.976,374.9925,Apr-2021
07-04-2021,East,Office Supplies,33.528,2.5146,Apr-2021
07-04-2021,East,Office Supplies,36.744,3.6744,Apr-2021
07-04-2021,East,Furniture,658.746,146.388,Apr-2021
07-04-2021,East,Office Supplies,3.64,0.9828,Apr-2021
07-04-2021,East,Office Supplies,37.94,18.2112,Apr-2021
08-04-2021,East,Office Supplies,121.104,-100.92,Apr-2021
08-04-2021,East,Office Supplies,8.872,3.2161,Apr-2021
08-04-2021,South,Furniture,354.9,88.725,Apr-2021
08-04-2021,West,Furniture,24.7,10.374,Apr-2021
08-04-2021,West,Office Supplies,12.96,6.2208,Apr-2021
08-04-2021,West,Office Supplies,20.04,9.6192,Apr-2021
08-04-2021,West,Office Supplies,64.96,2.5984,Apr-2021
08-04-2021,Central,Furniture,95.984,-4.1136,Apr-2021
08-04-2021,Central,Office Supplies,1088.792,-1850.9464,Apr-2021
08-04-2021,Central,Technology,431.928,64.7892,Apr-2021
08-04-2021,South,Furniture,159.92,31.984,Apr-2021
08-04-2021,South,Office Supplies,30,14.4,Apr-2021
08-04-2021,South,Office Supplies,25.92,12.7008,Apr-2021
08-04-2021,East,Furniture,388.704,-4.8588,Apr-2021
08-04-2021,East,Office Supplies,17.04,6.9864,Apr-2021
08-04-2021,East,Office Supplies,8.26,3.7996,Apr-2021
08-04-2021,East,Office Supplies,34.4,15.824,Apr-2021
08-04-2021,South,Office Supplies,17.92,8.6016,Apr-2021
09-04-2021,West,Furniture,556.665,6.549,Apr-2021
09-04-2021,West,Office Supplies,35.352,12.8151,Apr-2021
09-04-2021,Central,Office Supplies,5.28,2.4288,Apr-2021
09-04-2021,Central,Technology,517.9,134.654,Apr-2021
10-04-2021,Central,Office Supplies,13.568,3.2224,Apr-2021
10-04-2021,East,Office Supplies,8.904,-6.5296,Apr-2021
10-04-2021,West,Office Supplies,113.76,44.3664,Apr-2021
10-04-2021,West,Office Supplies,48.032,15.6104,Apr-2021
10-04-2021,West,Office Supplies,150.66,6.0264,Apr-2021
10-04-2021,West,Office Supplies,579.51,81.1314,Apr-2021
10-04-2021,West,Office Supplies,23.2,8.12,Apr-2021
10-04-2021,West,Office Supplies,12.96,6.2208,Apr-2021
12-04-2021,South,Furniture,343.92,75.6624,Apr-2021
12-04-2021,South,Office Supplies,63.9,28.755,Apr-2021
12-04-2021,South,Office Supplies,40.99,20.0851,Apr-2021
12-04-2021,South,Office Supplies,10.272,3.4668,Apr-2021
12-04-2021,South,Office Supplies,51.984,-5.1984,Apr-2021
12-04-2021,South,Office Supplies,129.552,-22.6716,Apr-2021
12-04-2021,West,Furniture,638.288,-31.9144,Apr-2021
12-04-2021,West,Office Supplies,13.208,4.6228,Apr-2021
12-04-2021,West,Furniture,194.352,-36.441,Apr-2021
12-04-2021,West,Office Supplies,36.624,13.734,Apr-2021
12-04-2021,West,Office Supplies,19.44,9.3312,Apr-2021
13-04-2021,West,Office Supplies,6.12,2.8764,Apr-2021
14-04-2021,West,Furniture,933.536,105.0228,Apr-2021
14-04-2021,West,Office Supplies,42.976,4.2976,Apr-2021
14-04-2021,West,Furniture,383.8,38.38,Apr-2021
14-04-2021,South,Office Supplies,81.2,12.18,Apr-2021
14-04-2021,East,Office Supplies,25.06,11.7782,Apr-2021
15-04-2021,West,Office Supplies,143.7,68.976,Apr-2021
15-04-2021,South,Office Supplies,189.588,-145.3508,Apr-2021
15-04-2021,South,Office Supplies,4.768,-0.7748,Apr-2021
15-04-2021,South,Technology,408.744,76.6395,Apr-2021
15-04-2021,South,Technology,291.96,54.7425,Apr-2021
15-04-2021,Central,Office Supplies,33.488,5.8604,Apr-2021
15-04-2021,Central,Office Supplies,8.04,2.9145,Apr-2021
15-04-2021,West,Furniture,1121.568,0,Apr-2021
16-04-2021,West,Office Supplies,28.8,0.864,Apr-2021
16-04-2021,East,Furniture,9.96,3.2868,Apr-2021
16-04-2021,East,Office Supplies,25.3,11.891,Apr-2021
16-04-2021,East,Technology,9099.93,2365.9818,Apr-2021
16-04-2021,South,Office Supplies,12.84,3.7236,Apr-2021
16-04-2021,South,Office Supplies,123.088,40.0036,Apr-2021
16-04-2021,South,Technology,35.168,8.3524,Apr-2021
17-04-2021,West,Furniture,257.499,24.2352,Apr-2021
17-04-2021,Central,Office Supplies,29.05,9.0055,Apr-2021
17-04-2021,South,Furniture,18.624,6.2856,Apr-2021
17-04-2021,South,Technology,36.792,4.1391,Apr-2021
17-04-2021,South,Furniture,79.12,13.846,Apr-2021
18-04-2021,Central,Furniture,344.372,-93.4724,Apr-2021
18-04-2021,Central,Furniture,127.88,-67.137,Apr-2021
18-04-2021,Central,Office Supplies,1554.936,77.7468,Apr-2021
18-04-2021,South,Office Supplies,203.92,55.0584,Apr-2021
18-04-2021,South,Technology,29.56,7.9812,Apr-2021
18-04-2021,East,Office Supplies,6.99,2.0271,Apr-2021
18-04-2021,East,Office Supplies,6.84,1.8468,Apr-2021
18-04-2021,Central,Office Supplies,9.664,3.2616,Apr-2021
18-04-2021,Central,Office Supplies,230.376,-48.9549,Apr-2021
19-04-2021,East,Office Supplies,71.96,17.99,Apr-2021
19-04-2021,East,Office Supplies,3.28,1.476,Apr-2021
19-04-2021,East,Office Supplies,9.28,3.248,Apr-2021
19-04-2021,East,Office Supplies,459.88,13.7964,Apr-2021
19-04-2021,East,Office Supplies,54.9,15.372,Apr-2021
19-04-2021,East,Office Supplies,7.76,2.2504,Apr-2021
19-04-2021,East,Technology,25.98,0.7794,Apr-2021
19-04-2021,West,Office Supplies,5.46,1.5288,Apr-2021
19-04-2021,West,Office Supplies,73.2,21.228,Apr-2021
19-04-2021,West,Office Supplies,5.84,1.971,Apr-2021
19-04-2021,West,Office Supplies,9.336,3.2676,Apr-2021
19-04-2021,West,Office Supplies,22.72,10.224,Apr-2021
19-04-2021,West,Technology,39.96,12.987,Apr-2021
19-04-2021,East,Furniture,205.176,-58.1332,Apr-2021
19-04-2021,East,Office Supplies,419.4,146.79,Apr-2021
21-04-2021,Central,Office Supplies,48.792,-126.8592,Apr-2021
21-04-2021,Central,Office Supplies,44.848,-67.272,Apr-2021
21-04-2021,Central,Office Supplies,102.336,-12.792,Apr-2021
21-04-2021,East,Office Supplies,15.48,4.4892,Apr-2021
21-04-2021,East,Office Supplies,51.84,24.8832,Apr-2021
21-04-2021,West,Office Supplies,8.32,2.808,Apr-2021
22-04-2021,East,Office Supplies,32.13,8.3538,Apr-2021
22-04-2021,East,Office Supplies,2.88,0.8064,Apr-2021
22-04-2021,Central,Office Supplies,23.952,2.3952,Apr-2021
22-04-2021,West,Furniture,23.56,7.068,Apr-2021
22-04-2021,West,Furniture,1272.63,-814.4832,Apr-2021
22-04-2021,West,Office Supplies,78.272,5.8704,Apr-2021
22-04-2021,West,Office Supplies,28.485,-20.889,Apr-2021
22-04-2021,West,Office Supplies,185.376,-34.758,Apr-2021
22-04-2021,Central,Furniture,86.62,8.662,Apr-2021
22-04-2021,West,Furniture,31.56,10.4148,Apr-2021
23-04-2021,East,Office Supplies,108.336,37.9176,Apr-2021
23-04-2021,East,Office Supplies,78.304,29.364,Apr-2021
23-04-2021,East,Office Supplies,55.92,6.291,Apr-2021
23-04-2021,West,Office Supplies,18.088,6.5569,Apr-2021
23-04-2021,West,Office Supplies,71.97,35.985,Apr-2021
23-04-2021,South,Office Supplies,36.24,11.325,Apr-2021
23-04-2021,West,Office Supplies,251.52,81.744,Apr-2021
23-04-2021,West,Technology,99.99,34.9965,Apr-2021
24-04-2021,West,Office Supplies,3.984,1.3944,Apr-2021
24-04-2021,West,Furniture,1325.76,149.148,Apr-2021
24-04-2021,West,Office Supplies,3.108,-2.1756,Apr-2021
24-04-2021,West,Office Supplies,15.552,5.4432,Apr-2021
24-04-2021,Central,Technology,258.696,64.674,Apr-2021
25-04-2021,East,Office Supplies,20.724,-13.816,Apr-2021
25-04-2021,East,Office Supplies,4.896,-3.4272,Apr-2021
25-04-2021,East,Technology,82.8,-20.7,Apr-2021
26-04-2021,East,Furniture,434.646,62.7822,Apr-2021
28-04-2021,West,Furniture,41.568,2.598,Apr-2021
28-04-2021,West,Office Supplies,29.472,9.9468,Apr-2021
28-04-2021,Central,Office Supplies,15.712,5.6956,Apr-2021
28-04-2021,Central,Technology,369.576,41.5773,Apr-2021
28-04-2021,Central,Furniture,30.344,-31.8612,Apr-2021
30-04-2021,Central,Furniture,22.608,-10.1736,Apr-2021
30-04-2021,West,Furniture,111.888,22.3776,Apr-2021
30-04-2021,East,Office Supplies,7.712,2.7956,Apr-2021
01-05-2021,South,Office Supplies,11.16,4.3524,May-2021
01-05-2021,South,Office Supplies,109.92,53.8608,May-2021
01-05-2021,South,Office Supplies,19.44,9.3312,May-2021
01-05-2021,South,Furniture,370.62,-142.071,May-2021
01-05-2021,South,Office Supplies,2.742,-2.0108,May-2021
01-05-2021,South,Office Supplies,3.984,1.2948,May-2021
02-05-2021,Central,Office Supplies,5.04,1.764,May-2021
02-05-2021,Central,Office Supplies,18.936,-3.7872,May-2021
02-05-2021,Central,Office Supplies,12.672,-3.168,May-2021
02-05-2021,Central,Furniture,366.744,-110.0232,May-2021
02-05-2021,East,Office Supplies,45.576,15.9516,May-2021
02-05-2021,East,Office Supplies,44.94,12.5832,May-2021
02-05-2021,Central,Office Supplies,86.352,5.397,May-2021
02-05-2021,South,Furniture,187.056,11.691,May-2021
02-05-2021,East,Furniture,12.56,4.0192,May-2021
02-05-2021,East,Furniture,214.7,83.733,May-2021
02-05-2021,East,Office Supplies,90.48,33.93,May-2021
02-05-2021,East,Office Supplies,13.08,6.0168,May-2021
03-05-2021,East,Furniture,51.968,10.3936,May-2021
03-05-2021,East,Office Supplies,6,2.1,May-2021
03-05-2021,East,Office Supplies,195.64,-44.019,May-2021
03-05-2021,East,Technology,431.976,-75.5958,May-2021
03-05-2021,East,Technology,132.52,34.7865,May-2021
03-05-2021,East,Technology,224.937,-164.9538,May-2021
03-05-2021,Central,Office Supplies,26.406,-71.2962,May-2021
03-05-2021,Central,Office Supplies,27.384,2.7384,May-2021
03-05-2021,Central,Office Supplies,2.182,-3.6003,May-2021
05-05-2021,West,Furniture,1685.88,320.3172,May-2021
05-05-2021,West,Office Supplies,5.728,2.0048,May-2021
05-05-2021,South,Office Supplies,93.248,31.4712,May-2021
05-05-2021,South,Technology,177.48,19.9665,May-2021
05-05-2021,South,Office Supplies,14.352,5.2026,May-2021
05-05-2021,West,Furniture,71.088,-1.7772,May-2021
05-05-2021,West,Office Supplies,5.98,1.0166,May-2021
05-05-2021,West,Technology,246.168,21.5397,May-2021
05-05-2021,South,Office Supplies,79.14,36.4044,May-2021
05-05-2021,South,Furniture,16.72,3.344,May-2021
05-05-2021,West,Furniture,298.776,7.4694,May-2021
05-05-2021,West,Office Supplies,6.72,2.352,May-2021
06-05-2021,East,Furniture,54.712,11.6263,May-2021
06-05-2021,East,Office Supplies,7.216,1.7138,May-2021
06-05-2021,East,Office Supplies,49.568,15.49,May-2021
06-05-2021,West,Furniture,41.6,14.144,May-2021
06-05-2021,Central,Office Supplies,3.208,-5.2932,May-2021
06-05-2021,Central,Technology,26.176,-3.272,May-2021
06-05-2021,Central,Office Supplies,54.48,15.2544,May-2021
07-05-2021,East,Furniture,442.764,59.0352,May-2021
07-05-2021,East,Furniture,63.68,28.0192,May-2021
07-05-2021,East,Office Supplies,85.232,30.8966,May-2021
07-05-2021,East,Office Supplies,44.4,22.2,May-2021
07-05-2021,East,Technology,199.95,21.9945,May-2021
07-05-2021,East,Technology,3999.95,1159.9855,May-2021
08-05-2021,East,Office Supplies,10.688,3.7408,May-2021
08-05-2021,East,Office Supplies,10.368,3.6288,May-2021
08-05-2021,East,Office Supplies,25.12,1.57,May-2021
08-05-2021,East,Office Supplies,1006.056,88.0299,May-2021
08-05-2021,East,Technology,58.112,7.264,May-2021
08-05-2021,West,Office Supplies,17.94,8.073,May-2021
08-05-2021,East,Furniture,211.96,42.392,May-2021
09-05-2021,East,Office Supplies,79.36,9.92,May-2021
09-05-2021,East,Office Supplies,9.344,3.504,May-2021
09-05-2021,Central,Technology,19.136,1.9136,May-2021
09-05-2021,Central,Office Supplies,48.784,-131.7168,May-2021
09-05-2021,Central,Office Supplies,18.528,-27.792,May-2021
09-05-2021,Central,Office Supplies,13.184,-20.4352,May-2021
09-05-2021,Central,Office Supplies,76.64,26.824,May-2021
09-05-2021,Central,Office Supplies,856.656,107.082,May-2021
09-05-2021,West,Office Supplies,32.04,14.418,May-2021
09-05-2021,South,Office Supplies,27.86,9.1938,May-2021
09-05-2021,East,Office Supplies,8,3.44,May-2021
09-05-2021,West,Technology,93.98,13.1572,May-2021
10-05-2021,Central,Office Supplies,7.072,2.3868,May-2021
10-05-2021,East,Technology,743.988,-123.998,May-2021
10-05-2021,West,Office Supplies,11.96,5.8604,May-2021
11-05-2021,West,Office Supplies,5.98,2.691,May-2021
12-05-2021,East,Furniture,10.02,4.4088,May-2021
12-05-2021,East,Technology,631.96,303.3408,May-2021
12-05-2021,East,Office Supplies,82.368,-19.5624,May-2021
12-05-2021,South,Office Supplies,10.96,2.9592,May-2021
12-05-2021,West,Office Supplies,8.67,2.3409,May-2021
12-05-2021,West,Technology,120,46.8,May-2021
12-05-2021,West,Office Supplies,54.9,26.901,May-2021
14-05-2021,West,Technology,185.528,48.7011,May-2021
14-05-2021,East,Furniture,79.384,29.769,May-2021
14-05-2021,South,Furniture,30.192,8.3028,May-2021
14-05-2021,South,Office Supplies,4.768,0.4172,May-2021
14-05-2021,South,Office Supplies,57.582,-44.1462,May-2021
14-05-2021,South,Office Supplies,13.392,-9.8208,May-2021
14-05-2021,South,Office Supplies,10.38,-7.612,May-2021
14-05-2021,South,Office Supplies,31.104,10.8864,May-2021
14-05-2021,South,Technology,43.6,4.36,May-2021
15-05-2021,South,Office Supplies,7.764,-5.176,May-2021
15-05-2021,South,Office Supplies,8.34,2.1684,May-2021
15-05-2021,South,Office Supplies,91.96,25.7488,May-2021
15-05-2021,South,Office Supplies,511.84,240.5648,May-2021
15-05-2021,East,Office Supplies,13.776,4.4772,May-2021
15-05-2021,East,Office Supplies,15.232,5.5216,May-2021
16-05-2021,East,Office Supplies,552.56,0,May-2021
16-05-2021,West,Furniture,282.84,19.7988,May-2021
16-05-2021,West,Office Supplies,27.72,13.3056,May-2021
16-05-2021,West,Office Supplies,17.34,8.4966,May-2021
17-05-2021,Central,Furniture,22.608,-10.1736,May-2021
17-05-2021,Central,Office Supplies,2.89,-4.7685,May-2021
17-05-2021,Central,Office Supplies,7.896,2.4675,May-2021
17-05-2021,Central,Office Supplies,30.528,9.54,May-2021
17-05-2021,South,Office Supplies,27.018,-21.6144,May-2021
17-05-2021,South,Office Supplies,2.952,-2.1648,May-2021
17-05-2021,East,Furniture,173.24,17.324,May-2021
17-05-2021,East,Office Supplies,14.62,6.8714,May-2021
17-05-2021,East,Office Supplies,65.17,18.8993,May-2021
18-05-2021,West,Office Supplies,17.94,8.7906,May-2021
18-05-2021,West,Office Supplies,104.28,26.07,May-2021
19-05-2021,West,Office Supplies,9.584,3.3544,May-2021
19-05-2021,West,Office Supplies,87.84,23.7168,May-2021
19-05-2021,Central,Office Supplies,21.4,6.206,May-2021
19-05-2021,South,Furniture,641.96,179.7488,May-2021
19-05-2021,East,Furniture,39.76,12.3256,May-2021
19-05-2021,East,Furniture,35.92,15.0864,May-2021
19-05-2021,East,Office Supplies,242.9,70.441,May-2021
19-05-2021,East,Office Supplies,47.744,14.92,May-2021
19-05-2021,East,Office Supplies,454.9,0,May-2021
20-05-2021,South,Technology,1363.96,85.2475,May-2021
20-05-2021,South,Office Supplies,2.694,-2.245,May-2021
20-05-2021,West,Furniture,1049.2,272.792,May-2021
20-05-2021,West,Office Supplies,15.424,5.0128,May-2021
20-05-2021,West,Office Supplies,40.635,-32.508,May-2021
21-05-2021,West,Technology,2396.4,179.73,May-2021
21-05-2021,Central,Office Supplies,1.964,-3.2406,May-2021
21-05-2021,Central,Office Supplies,82.656,30.996,May-2021
21-05-2021,Central,Office Supplies,3.798,-5.8869,May-2021
21-05-2021,East,Office Supplies,111.96,54.8604,May-2021
21-05-2021,West,Technology,66.26,27.1666,May-2021
21-05-2021,West,Technology,55.176,-12.4146,May-2021
22-05-2021,East,Furniture,174.286,-19.9184,May-2021
22-05-2021,East,Office Supplies,662.84,172.3384,May-2021
22-05-2021,East,Office Supplies,26.88,12.9024,May-2021
22-05-2021,East,Technology,95.1,30.432,May-2021
22-05-2021,East,Technology,257.98,74.8142,May-2021
22-05-2021,East,Technology,345,86.25,May-2021
22-05-2021,West,Technology,222.384,22.2384,May-2021
22-05-2021,South,Office Supplies,14.73,7.2177,May-2021
23-05-2021,Central,Technology,1979.928,148.4946,May-2021
23-05-2021,West,Furniture,37.05,16.302,May-2021
23-05-2021,East,Office Supplies,6.294,-4.196,May-2021
23-05-2021,East,Office Supplies,10.368,3.6288,May-2021
23-05-2021,East,Technology,8399.976,1119.9968,May-2021
23-05-2021,East,Technology,122.382,-24.4764,May-2021
23-05-2021,South,Office Supplies,4.98,2.4402,May-2021
24-05-2021,South,Office Supplies,191.6,91.968,May-2021
24-05-2021,South,Office Supplies,69.5,20.155,May-2021
24-05-2021,East,Office Supplies,16.656,3.3312,May-2021
25-05-2021,South,Furniture,24.96,6.24,May-2021
25-05-2021,South,Office Supplies,19.36,9.2928,May-2021
25-05-2021,South,Office Supplies,1267.65,152.118,May-2021
26-05-2021,South,Office Supplies,184.704,13.8528,May-2021
26-05-2021,South,Technology,47.92,11.98,May-2021
26-05-2021,Central,Furniture,388.43,-88.784,May-2021
26-05-2021,Central,Office Supplies,14.352,5.2026,May-2021
26-05-2021,Central,Office Supplies,10.368,3.6288,May-2021
26-05-2021,Central,Technology,63.992,-7.1991,May-2021
26-05-2021,East,Office Supplies,34.848,6.534,May-2021
26-05-2021,East,Office Supplies,1.504,0.1692,May-2021
26-05-2021,West,Furniture,484.704,-84.8232,May-2021
26-05-2021,West,Office Supplies,5.94,0,May-2021
26-05-2021,West,Office Supplies,45.36,21.7728,May-2021
26-05-2021,West,Technology,371.976,116.2425,May-2021
26-05-2021,West,Technology,211.168,23.7564,May-2021
26-05-2021,Central,Furniture,26.94,11.3148,May-2021
26-05-2021,East,Furniture,41.37,17.3754,May-2021
26-05-2021,East,Office Supplies,9.64,4.4344,May-2021
26-05-2021,East,Office Supplies,19.44,9.3312,May-2021
26-05-2021,East,Office Supplies,12.7,5.842,May-2021
27-05-2021,Central,Furniture,5.584,-1.6752,May-2021
27-05-2021,Central,Furniture,25.176,-33.3582,May-2021
27-05-2021,Central,Office Supplies,1297.368,97.3026,May-2021
27-05-2021,Central,Furniture,3504.9,700.98,May-2021
27-05-2021,Central,Office Supplies,314.55,150.984,May-2021
27-05-2021,Central,Office Supplies,144.12,69.1776,May-2021
27-05-2021,West,Office Supplies,13.38,6.1548,May-2021
28-05-2021,South,Office Supplies,185.88,50.1876,May-2021
28-05-2021,Central,Technology,286.4,25.06,May-2021
28-05-2021,West,Office Supplies,262.24,78.672,May-2021
28-05-2021,West,Office Supplies,22.72,7.384,May-2021
28-05-2021,West,Office Supplies,182.72,84.0512,May-2021
28-05-2021,West,Technology,131.6,7.896,May-2021
28-05-2021,West,Technology,558.4,41.88,May-2021
28-05-2021,South,Furniture,390.272,-24.392,May-2021
28-05-2021,South,Office Supplies,62.192,19.435,May-2021
28-05-2021,East,Office Supplies,54.9,15.372,May-2021
29-05-2021,South,Furniture,44.76,14.547,May-2021
29-05-2021,South,Office Supplies,4.448,0.3336,May-2021
29-05-2021,South,Office Supplies,11.277,-8.6457,May-2021
29-05-2021,South,Office Supplies,22.75,11.375,May-2021
29-05-2021,South,Technology,979.95,274.386,May-2021
30-05-2021,West,Furniture,801.568,50.098,May-2021
30-05-2021,West,Office Supplies,2.376,-1.9008,May-2021
30-05-2021,West,Office Supplies,14.952,-11.9616,May-2021
30-05-2021,West,Office Supplies,22.62,-15.08,May-2021
30-05-2021,West,Office Supplies,32.792,11.8871,May-2021
30-05-2021,Central,Technology,223.96,11.198,May-2021
30-05-2021,Central,Technology,79.96,7.996,May-2021
30-05-2021,South,Furniture,2275.5,386.835,May-2021
